cfd-a,cfd-a,sim-a,sim-a,cfd-b,cfd-b,sim-b,sim-b,cfd-c,cfd-c,sim-c,sim-c,cfd-d,cfd-d,sim-d,sim-d,cfd-e,cfd-e,sim-e,sim-e
,,2.46774,0.0855,,,5.30101,0.0269,,,8.22057,0.00129,,,2.51475,0.12672,,,2.55206,0.16825
,,2.46868,0.0855,,,5.30295,0.0269,,,8.22352,0.00129,,,2.51569,0.12672,,,2.553,0.16825
,,2.46962,0.0855,,,5.3049,0.0269,,,8.22646,0.00129,,,2.51663,0.12672,,,2.55394,0.16826
,,2.47056,0.0855,,,5.30684,0.0269,,,8.22941,0.00129,,,2.51757,0.12672,,,2.55488,0.16826
,,2.4715,0.0855,,,5.30879,0.0269,,,8.23235,0.00129,,,2.51851,0.12672,,,2.55582,0.16826
,,2.47244,0.0855,,,5.31073,0.0269,,,8.2353,0.00129,,,2.51946,0.12672,,,2.55677,0.16826
,,2.47338,0.0855,,,5.31267,0.0269,,,8.23824,0.00129,,,2.5204,0.12673,,,2.55771,0.16827
,,2.47432,0.0855,,,5.31462,0.0269,,,8.24119,0.00129,,,2.52134,0.12673,,,2.55865,0.16827
,,2.47526,0.0855,,,5.31656,0.0269,,,8.24413,0.00129,,,2.52228,0.12673,,,2.55959,0.16827
,,2.4762,0.0855,,,5.3185,0.0269,,,8.24708,0.00129,,,2.52322,0.12673,,,2.56054,0.16827
,,2.47714,0.0855,,,5.32045,0.0269,,,8.25003,0.00129,,,2.52416,0.12673,,,2.56148,0.16828
,,2.47808,0.0855,,,5.32239,0.0269,,,8.25297,0.00129,,,2.5251,0.12673,,,2.56242,0.16828
,,2.47902,0.0855,,,5.32434,0.0269,,,8.25592,0.00129,,,2.52604,0.12673,,,2.56336,0.16828
,,2.47996,0.08551,,,5.32628,0.0269,,,8.25886,0.00129,,,2.52698,0.12673,,,2.5643,0.16828
,,2.4809,0.08551,,,5.32822,0.0269,,,8.26181,0.00129,,,2.52793,0.12674,,,2.56525,0.16828
,,2.48184,0.08551,,,5.33017,0.0269,,,8.26475,0.00129,,,2.52887,0.12674,,,2.56619,0.16829
,,2.48278,0.08551,,,5.33211,0.0269,,,8.2677,0.00129,,,2.52981,0.12674,,,2.56713,0.16829
,,2.48372,0.08551,,,5.33405,0.0269,,,8.27065,0.00129,,,2.53075,0.12674,,,2.56807,0.16829
,,2.48466,0.08551,,,5.336,0.0269,,,8.27359,0.00129,,,2.53169,0.12674,,,2.56902,0.16829
,,2.4856,0.08551,,,5.33794,0.0269,,,8.27654,0.00129,,,2.53263,0.12674,,,2.56996,0.1683
,,2.48654,0.08551,,,5.33989,0.0269,,,8.27948,0.00129,,,2.53357,0.12674,,,2.5709,0.1683
,,2.48748,0.08551,,,5.34183,0.0269,,,8.28243,0.00129,,,2.53452,0.12675,,,2.57184,0.1683
,,2.48842,0.08551,,,5.34377,0.0269,,,8.28537,0.00129,,,2.53546,0.12675,,,2.57279,0.1683
,,2.48936,0.08551,,,5.34572,0.0269,,,8.28832,0.00129,,,2.5364,0.12675,,,2.57373,0.1683
,,2.4903,0.08551,,,5.34766,0.0269,,,8.29127,0.00129,,,2.53734,0.12675,,,2.57467,0.16831
,,2.49124,0.08551,,,5.34961,0.0269,,,8.29421,0.00129,,,2.53828,0.12675,,,2.57561,0.16831
,,2.49218,0.08551,,,5.35155,0.0269,,,8.29716,0.00129,,,2.53922,0.12675,,,2.57656,0.16831
,,2.49312,0.08551,,,5.3535,0.0269,,,8.3001,0.00129,,,2.54016,0.12675,,,2.5775,0.16831
,,2.49406,0.08551,,,5.35544,0.0269,,,8.30305,0.00129,,,2.54111,0.12675,,,2.57844,0.16832
,,2.495,0.08552,,,5.35738,0.0269,,,8.306,0.00129,,,2.54205,0.12676,,,2.57938,0.16832
,,2.49594,0.08552,,,5.35933,0.0269,,,8.30894,0.00129,,,2.54299,0.12676,,,2.58033,0.16832
,,2.49688,0.08552,,,5.36127,0.0269,,,8.31189,0.00129,,,2.54393,0.12676,,,2.58127,0.16832
,,2.49782,0.08552,,,5.36322,0.0269,,,8.31483,0.00129,,,2.54487,0.12676,,,2.58221,0.16832
,,2.49876,0.08552,,,5.36516,0.0269,,,8.31778,0.00129,,,2.54581,0.12676,,,2.58315,0.16833
,,2.49971,0.08552,,,5.3671,0.0269,,,8.32073,0.00129,,,2.54676,0.12676,,,2.5841,0.16833
,,2.50065,0.08552,,,5.36905,0.0269,,,8.32367,0.00129,,,2.5477,0.12676,,,2.58504,0.16833
,,2.50159,0.08552,,,5.37099,0.0269,,,8.32662,0.00129,,,2.54864,0.12677,,,2.58598,0.16833
,,2.50253,0.08552,,,5.37294,0.0269,,,8.32957,0.00129,,,2.54958,0.12677,,,2.58693,0.16834
,,2.50347,0.08552,,,5.37488,0.0269,,,8.33251,0.00129,,,2.55052,0.12677,,,2.58787,0.16834
,,2.50441,0.08552,,,5.37683,0.0269,,,8.33546,0.00129,,,2.55147,0.12677,,,2.58881,0.16834
,,2.50535,0.08552,,,5.37877,0.0269,,,8.3384,0.00129,,,2.55241,0.12677,,,2.58975,0.16834
,,2.50629,0.08552,,,5.38072,0.0269,,,8.34135,0.00129,,,2.55335,0.12677,,,2.5907,0.16834
,,2.50723,0.08552,,,5.38266,0.0269,,,8.3443,0.00129,,,2.55429,0.12677,,,2.59164,0.16835
,,2.50817,0.08552,,,5.3846,0.0269,,,8.34724,0.00129,,,2.55523,0.12677,,,2.59258,0.16835
,,2.50911,0.08552,,,5.38655,0.0269,,,8.35019,0.00129,,,2.55617,0.12678,,,2.59353,0.16835
,,2.51005,0.08553,,,5.38849,0.0269,,,8.35314,0.00129,,,2.55712,0.12678,,,2.59447,0.16835
,,2.51099,0.08553,,,5.39044,0.02691,,,8.35608,0.00129,,,2.55806,0.12678,,,2.59541,0.16836
,,2.51193,0.08553,,,5.39238,0.02691,,,8.35903,0.00129,,,2.559,0.12678,,,2.59635,0.16836
,,2.51287,0.08553,,,5.39433,0.02691,,,8.36197,0.00129,,,2.55994,0.12678,,,2.5973,0.16836
,,2.51381,0.08553,,,5.39627,0.02691,,,8.36492,0.00129,,,2.56088,0.12678,,,2.59824,0.16836
,,2.51476,0.08553,,,5.39822,0.02691,,,8.36787,0.00129,,,2.56183,0.12678,,,2.59918,0.16836
,,2.5157,0.08553,,,5.40016,0.02691,,,8.37081,0.00129,,,2.56277,0.12679,,,2.60013,0.16837
,,2.51664,0.08553,,,5.40211,0.02691,,,8.37376,0.00129,,,2.56371,0.12679,,,2.60107,0.16837
,,2.51758,0.08553,,,5.40405,0.02691,,,8.37671,0.00129,,,2.56465,0.12679,,,2.60201,0.16837
,,2.51852,0.08553,,,5.40599,0.02691,,,8.37965,0.00129,,,2.5656,0.12679,,,2.60296,0.16837
,,2.51946,0.08553,,,5.40794,0.02691,,,8.3826,0.00129,,,2.56654,0.12679,,,2.6039,0.16837
,,2.5204,0.08553,,,5.40988,0.02691,,,8.38555,0.00129,,,2.56748,0.12679,,,2.60484,0.16838
,,2.52134,0.08553,,,5.41183,0.02691,,,8.38849,0.00129,,,2.56842,0.12679,,,2.60579,0.16838
,,2.52228,0.08553,,,5.41377,0.02691,,,8.39144,0.00129,,,2.56936,0.12679,,,2.60673,0.16838
,,2.52322,0.08553,,,5.41572,0.02691,,,8.39439,0.00129,,,2.57031,0.1268,,,2.60767,0.16838
,,2.52417,0.08553,,,5.41766,0.02691,,,8.39733,0.00129,,,2.57125,0.1268,,,2.60862,0.16839
,,2.52511,0.08554,,,5.41961,0.02691,,,8.40028,0.00129,,,2.57219,0.1268,,,2.60956,0.16839
,,2.52605,0.08554,,,5.42155,0.02691,,,8.40323,0.00129,,,2.57313,0.1268,,,2.6105,0.16839
,,2.52699,0.08554,,,5.4235,0.02691,,,8.40617,0.00129,,,2.57408,0.1268,,,2.61145,0.16839
,,2.52793,0.08554,,,5.42544,0.02691,,,8.40912,0.00129,,,2.57502,0.1268,,,2.61239,0.16839
,,2.52887,0.08554,,,5.42739,0.02691,,,8.41207,0.00129,,,2.57596,0.1268,,,2.61333,0.1684
,,2.52981,0.08554,,,5.42933,0.02691,,,8.41501,0.00129,,,2.5769,0.12681,,,2.61428,0.1684
,,2.53075,0.08554,,,5.43128,0.02691,,,8.41796,0.00129,,,2.57784,0.12681,,,2.61522,0.1684
,,2.53169,0.08554,,,5.43322,0.02691,,,8.42091,0.00129,,,2.57879,0.12681,,,2.61616,0.1684
,,2.53264,0.08554,,,5.43517,0.02691,,,8.42385,0.00129,,,2.57973,0.12681,,,2.61711,0.16841
,,2.53358,0.08554,,,5.43711,0.02691,,,8.4268,0.00129,,,2.58067,0.12681,,,2.61805,0.16841
,,2.53452,0.08554,,,5.43906,0.02691,,,8.42975,0.00129,,,2.58161,0.12681,,,2.61899,0.16841
,,2.53546,0.08554,,,5.441,0.02691,,,8.43269,0.00129,,,2.58256,0.12681,,,2.61994,0.16841
,,2.5364,0.08554,,,5.44295,0.02691,,,8.43564,0.00129,,,2.5835,0.12681,,,2.62088,0.16841
,,2.53734,0.08554,,,5.44489,0.02691,,,8.43859,0.00129,,,2.58444,0.12682,,,2.62182,0.16842
,,2.53828,0.08554,,,5.44684,0.02691,,,8.44153,0.00129,,,2.58538,0.12682,,,2.62277,0.16842
,,2.53922,0.08554,,,5.44878,0.02691,,,8.44448,0.00129,,,2.58633,0.12682,,,2.62371,0.16842
,,2.54017,0.08555,,,5.45073,0.02691,,,8.44743,0.00129,,,2.58727,0.12682,,,2.62465,0.16842
,,2.54111,0.08555,,,5.45267,0.02691,,,8.45037,0.00129,,,2.58821,0.12682,,,2.6256,0.16843
,,2.54205,0.08555,,,5.45462,0.02691,,,8.45332,0.00129,,,2.58916,0.12682,,,2.62654,0.16843
,,2.54299,0.08555,,,5.45656,0.02691,,,8.45627,0.00129,,,2.5901,0.12682,,,2.62749,0.16843
,,2.54393,0.08555,,,5.45851,0.02691,,,8.45922,0.00129,,,2.59104,0.12683,,,2.62843,0.16843
,,2.54487,0.08555,,,5.46045,0.02691,,,8.46216,0.00129,,,2.59198,0.12683,,,2.62937,0.16843
,,2.54581,0.08555,,,5.4624,0.02691,,,8.46511,0.00129,,,2.59293,0.12683,,,2.63032,0.16844
,,2.54676,0.08555,,,5.46434,0.02691,,,8.46806,0.00129,,,2.59387,0.12683,,,2.63126,0.16844
,,2.5477,0.08555,,,5.46629,0.02691,,,8.471,0.00129,,,2.59481,0.12683,,,2.6322,0.16844
,,2.54864,0.08555,,,5.46824,0.02691,,,8.47395,0.00129,,,2.59575,0.12683,,,2.63315,0.16844
,,2.54958,0.08555,,,5.47018,0.02691,,,8.4769,0.00129,,,2.5967,0.12683,,,2.63409,0.16844
,,2.55052,0.08555,,,5.47213,0.02691,,,8.47984,0.00129,,,2.59764,0.12683,,,2.63504,0.16845
,,2.55146,0.08555,,,5.47407,0.02691,,,8.48279,0.00129,,,2.59858,0.12684,,,2.63598,0.16845
,,2.55241,0.08555,,,5.47602,0.02691,,,8.48574,0.00129,,,2.59953,0.12684,,,2.63692,0.16845
,,2.55335,0.08555,,,5.47796,0.02691,,,8.48869,0.00129,,,2.60047,0.12684,,,2.63787,0.16845
,,2.55429,0.08555,,,5.47991,0.02691,,,8.49163,0.00129,,,2.60141,0.12684,,,2.63881,0.16846
,,2.55523,0.08556,,,5.48185,0.02691,,,8.49458,0.0013,,,2.60235,0.12684,,,2.63975,0.16846
,,2.55617,0.08556,,,5.4838,0.02691,,,8.49753,0.0013,,,2.6033,0.12684,,,2.6407,0.16846
,,2.55711,0.08556,,,5.48574,0.02691,,,8.50047,0.0013,,,2.60424,0.12684,,,2.64164,0.16846
,,2.55806,0.08556,,,5.48769,0.02691,,,8.50342,0.0013,,,2.60518,0.12685,,,2.64259,0.16846
,,2.559,0.08556,,,5.48963,0.02691,,,8.50637,0.0013,,,2.60613,0.12685,,,2.64353,0.16847
,,2.55994,0.08556,,,5.49158,0.02692,,,8.50932,0.0013,,,2.60707,0.12685,,,2.64447,0.16847
,,2.56088,0.08556,,,5.49353,0.02692,,,8.51226,0.0013,,,2.60801,0.12685,,,2.64542,0.16847
,,2.56182,0.08556,,,5.49547,0.02692,,,8.51521,0.0013,,,2.60896,0.12685,,,2.64636,0.16847
,,2.56277,0.08556,,,5.49742,0.02692,,,8.51816,0.0013,,,2.6099,0.12685,,,2.64731,0.16848
,,2.56371,0.08556,,,5.49936,0.02692,,,8.52111,0.0013,,,2.61084,0.12685,,,2.64825,0.16848
,,2.56465,0.08556,,,5.50131,0.02692,,,8.52405,0.0013,,,2.61178,0.12685,,,2.64919,0.16848
,,2.56559,0.08556,,,5.50325,0.02692,,,8.527,0.0013,,,2.61273,0.12686,,,2.65014,0.16848
,,2.56653,0.08556,,,5.5052,0.02692,,,8.52995,0.0013,,,2.61367,0.12686,,,2.65108,0.16848
,,2.56748,0.08556,,,5.50715,0.02692,,,8.5329,0.0013,,,2.61461,0.12686,,,2.65203,0.16849
,,2.56842,0.08556,,,5.50909,0.02692,,,8.53584,0.0013,,,2.61556,0.12686,,,2.65297,0.16849
,,2.56936,0.08556,,,5.51104,0.02692,,,8.53879,0.0013,,,2.6165,0.12686,,,2.65392,0.16849
,,2.5703,0.08557,,,5.51298,0.02692,,,8.54174,0.0013,,,2.61744,0.12686,,,2.65486,0.16849
,,2.57124,0.08557,,,5.51493,0.02692,,,8.54469,0.0013,,,2.61839,0.12686,,,2.6558,0.16849
,,2.57219,0.08557,,,5.51687,0.02692,,,8.54763,0.0013,,,2.61933,0.12686,,,2.65675,0.1685
,,2.57313,0.08557,,,5.51882,0.02692,,,8.55058,0.0013,,,2.62027,0.12687,,,2.65769,0.1685
,,2.57407,0.08557,,,5.52077,0.02692,,,8.55353,0.0013,,,2.62122,0.12687,,,2.65864,0.1685
,,2.57501,0.08557,,,5.52271,0.02692,,,8.55648,0.0013,,,2.62216,0.12687,,,2.65958,0.1685
,,2.57595,0.08557,,,5.52466,0.02692,,,8.55942,0.0013,,,2.6231,0.12687,,,2.66053,0.16851
,,2.5769,0.08557,,,5.5266,0.02692,,,8.56237,0.0013,,,2.62405,0.12687,,,2.66147,0.16851
,,2.57784,0.08557,,,5.52855,0.02692,,,8.56532,0.0013,,,2.62499,0.12687,,,2.66241,0.16851
,,2.57878,0.08557,,,5.5305,0.02692,,,8.56827,0.0013,,,2.62593,0.12687,,,2.66336,0.16851
,,2.57972,0.08557,,,5.53244,0.02692,,,8.57121,0.0013,,,2.62688,0.12688,,,2.6643,0.16851
,,2.58067,0.08557,,,5.53439,0.02692,,,8.57416,0.0013,,,2.62782,0.12688,,,2.66525,0.16852
,,2.58161,0.08557,,,5.53633,0.02692,,,8.57711,0.0013,,,2.62877,0.12688,,,2.66619,0.16852
,,2.58255,0.08557,,,5.53828,0.02692,,,8.58006,0.0013,,,2.62971,0.12688,,,2.66714,0.16852
,,2.58349,0.08557,,,5.54023,0.02692,,,8.583,0.0013,,,2.63065,0.12688,,,2.66808,0.16852
,,2.58444,0.08557,,,5.54217,0.02692,,,8.58595,0.0013,,,2.6316,0.12688,,,2.66903,0.16852
,,2.58538,0.08558,,,5.54412,0.02692,,,8.5889,0.0013,,,2.63254,0.12688,,,2.66997,0.16853
,,2.58632,0.08558,,,5.54606,0.02692,,,8.59185,0.0013,,,2.63348,0.12688,,,2.67091,0.16853
,,2.58726,0.08558,,,5.54801,0.02692,,,8.5948,0.0013,,,2.63443,0.12689,,,2.67186,0.16853
,,2.58821,0.08558,,,5.54996,0.02692,,,8.59774,0.0013,,,2.63537,0.12689,,,2.6728,0.16853
,,2.58915,0.08558,,,5.5519,0.02692,,,8.60069,0.0013,,,2.63631,0.12689,,,2.67375,0.16854
,,2.59009,0.08558,,,5.55385,0.02692,,,8.60364,0.0013,,,2.63726,0.12689,,,2.67469,0.16854
,,2.59103,0.08558,,,5.55579,0.02692,,,8.60659,0.0013,,,2.6382,0.12689,,,2.67564,0.16854
,,2.59198,0.08558,,,5.55774,0.02692,,,8.60954,0.0013,,,2.63914,0.12689,,,2.67658,0.16854
,,2.59292,0.08558,,,5.55969,0.02692,,,8.61248,0.0013,,,2.64009,0.12689,,,2.67753,0.16854
,,2.59386,0.08558,,,5.56163,0.02692,,,8.61543,0.0013,,,2.64103,0.12689,,,2.67847,0.16855
,,2.5948,0.08558,,,5.56358,0.02692,,,8.61838,0.0013,,,2.64198,0.1269,,,2.67942,0.16855
,,2.59575,0.08558,,,5.56553,0.02692,,,8.62133,0.0013,,,2.64292,0.1269,,,2.68036,0.16855
,,2.59669,0.08558,,,5.56747,0.02692,,,8.62428,0.0013,,,2.64386,0.1269,,,2.68131,0.16855
,,2.59763,0.08558,,,5.56942,0.02692,,,8.62722,0.0013,,,2.64481,0.1269,,,2.68225,0.16855
,,2.59857,0.08558,,,5.57136,0.02692,,,8.63017,0.0013,,,2.64575,0.1269,,,2.6832,0.16856
,,2.59952,0.08558,,,5.57331,0.02692,,,8.63312,0.0013,,,2.6467,0.1269,,,2.68414,0.16856
,,2.60046,0.08559,,,5.57526,0.02692,,,8.63607,0.0013,,,2.64764,0.1269,,,2.68509,0.16856
,,2.6014,0.08559,,,5.5772,0.02692,,,8.63902,0.0013,,,2.64858,0.12691,,,2.68603,0.16856
,,2.60234,0.08559,,,5.57915,0.02692,,,8.64196,0.0013,,,2.64953,0.12691,,,2.68698,0.16857
,,2.60329,0.08559,,,5.5811,0.02692,,,8.64491,0.0013,,,2.65047,0.12691,,,2.68792,0.16857
,,2.60423,0.08559,,,5.58304,0.02692,,,8.64786,0.0013,,,2.65142,0.12691,,,2.68887,0.16857
,,2.60517,0.08559,,,5.58499,0.02692,,,8.65081,0.0013,,,2.65236,0.12691,,,2.68981,0.16857
,,2.60612,0.08559,,,5.58694,0.02692,,,8.65376,0.0013,,,2.6533,0.12691,,,2.69076,0.16857
,,2.60706,0.08559,,,5.58888,0.02692,,,8.6567,0.0013,,,2.65425,0.12691,,,2.6917,0.16858
,,2.608,0.08559,,,5.59083,0.02692,,,8.65965,0.0013,,,2.65519,0.12691,,,2.69265,0.16858
,,2.60894,0.08559,,,5.59278,0.02693,,,8.6626,0.0013,,,2.65614,0.12692,,,2.69359,0.16858
,,2.60989,0.08559,,,5.59472,0.02693,,,8.66555,0.0013,,,2.65708,0.12692,,,2.69454,0.16858
,,2.61083,0.08559,,,5.59667,0.02693,,,8.6685,0.0013,,,2.65802,0.12692,,,2.69548,0.16858
,,2.61177,0.08559,,,5.59861,0.02693,,,8.67145,0.0013,,,2.65897,0.12692,,,2.69643,0.16859
,,2.61272,0.08559,,,5.60056,0.02693,,,8.67439,0.0013,,,2.65991,0.12692,,,2.69737,0.16859
,,2.61366,0.08559,,,5.60251,0.02693,,,8.67734,0.0013,,,2.66086,0.12692,,,2.69832,0.16859
,,2.6146,0.08559,,,5.60445,0.02693,,,8.68029,0.0013,,,2.6618,0.12692,,,2.69926,0.16859
,,2.61555,0.0856,,,5.6064,0.02693,,,8.68324,0.0013,,,2.66274,0.12692,,,2.70021,0.16859
,,2.61649,0.0856,,,5.60835,0.02693,,,8.68619,0.0013,,,2.66369,0.12693,,,2.70115,0.1686
,,2.61743,0.0856,,,5.61029,0.02693,,,8.68914,0.0013,,,2.66463,0.12693,,,2.7021,0.1686
,,2.61838,0.0856,,,5.61224,0.02693,,,8.69208,0.0013,,,2.66558,0.12693,,,2.70304,0.1686
,,2.61932,0.0856,,,5.61419,0.02693,,,8.69503,0.0013,,,2.66652,0.12693,,,2.70399,0.1686
,,2.62026,0.0856,,,5.61614,0.02693,,,8.69798,0.0013,,,2.66747,0.12693,,,2.70493,0.16861
,,2.6212,0.0856,,,5.61808,0.02693,,,8.70093,0.0013,,,2.66841,0.12693,,,2.70588,0.16861
,,2.62215,0.0856,,,5.62003,0.02693,,,8.70388,0.0013,,,2.66935,0.12693,,,2.70682,0.16861
,,2.62309,0.0856,,,5.62198,0.02693,,,8.70683,0.0013,,,2.6703,0.12693,,,2.70777,0.16861
,,2.62403,0.0856,,,5.62392,0.02693,,,8.70977,0.0013,,,2.67124,0.12694,,,2.70871,0.16861
,,2.62498,0.0856,,,5.62587,0.02693,,,8.71272,0.0013,,,2.67219,0.12694,,,2.70966,0.16862
,,2.62592,0.0856,,,5.62782,0.02693,,,8.71567,0.0013,,,2.67313,0.12694,,,2.7106,0.16862
,,2.62686,0.0856,,,5.62976,0.02693,,,8.71862,0.0013,,,2.67408,0.12694,,,2.71155,0.16862
,,2.62781,0.0856,,,5.63171,0.02693,,,8.72157,0.0013,,,2.67502,0.12694,,,2.71249,0.16862
,,2.62875,0.0856,,,5.63366,0.02693,,,8.72452,0.0013,,,2.67597,0.12694,,,2.71344,0.16862
,,2.62969,0.0856,,,5.6356,0.02693,,,8.72747,0.0013,,,2.67691,0.12694,,,2.71439,0.16863
,,2.63064,0.08561,,,5.63755,0.02693,,,8.73041,0.0013,,,2.67785,0.12695,,,2.71533,0.16863
,,2.63158,0.08561,,,5.6395,0.02693,,,8.73336,0.0013,,,2.6788,0.12695,,,2.71628,0.16863
,,2.63252,0.08561,,,5.64144,0.02693,,,8.73631,0.0013,,,2.67974,0.12695,,,2.71722,0.16863
,,2.63347,0.08561,,,5.64339,0.02693,,,8.73926,0.0013,,,2.68069,0.12695,,,2.71817,0.16864
,,2.63441,0.08561,,,5.64534,0.02693,,,8.74221,0.0013,,,2.68163,0.12695,,,2.71911,0.16864
,,2.63536,0.08561,,,5.64729,0.02693,,,8.74516,0.0013,,,2.68258,0.12695,,,2.72006,0.16864
,,2.6363,0.08561,,,5.64923,0.02693,,,8.74811,0.0013,,,2.68352,0.12695,,,2.721,0.16864
,,2.63724,0.08561,,,5.65118,0.02693,,,8.75106,0.0013,,,2.68447,0.12695,,,2.72195,0.16864
,,2.63819,0.08561,,,5.65313,0.02693,,,8.754,0.0013,,,2.68541,0.12696,,,2.72289,0.16865
,,2.63913,0.08561,,,5.65507,0.02693,,,8.75695,0.0013,,,2.68636,0.12696,,,2.72384,0.16865
,,2.64007,0.08561,,,5.65702,0.02693,,,8.7599,0.0013,,,2.6873,0.12696,,,2.72479,0.16865
,,2.64102,0.08561,,,5.65897,0.02693,,,8.76285,0.0013,,,2.68825,0.12696,,,2.72573,0.16865
,,2.64196,0.08561,,,5.66092,0.02693,,,8.7658,0.0013,,,2.68919,0.12696,,,2.72668,0.16865
,,2.6429,0.08561,,,5.66286,0.02693,,,8.76875,0.0013,,,2.69013,0.12696,,,2.72762,0.16866
,,2.64385,0.08561,,,5.66481,0.02693,,,8.7717,0.0013,,,2.69108,0.12696,,,2.72857,0.16866
,,2.64479,0.08561,,,5.66676,0.02693,,,8.77465,0.0013,,,2.69202,0.12696,,,2.72951,0.16866
,,2.64573,0.08561,,,5.6687,0.02693,,,8.7776,0.0013,,,2.69297,0.12697,,,2.73046,0.16866
,,2.64668,0.08562,,,5.67065,0.02693,,,8.78054,0.0013,,,2.69391,0.12697,,,2.73141,0.16866
,,2.64762,0.08562,,,5.6726,0.02693,,,8.78349,0.0013,,,2.69486,0.12697,,,2.73235,0.16867
,,2.64857,0.08562,,,5.67455,0.02693,,,8.78644,0.0013,,,2.6958,0.12697,,,2.7333,0.16867
,,2.64951,0.08562,,,5.67649,0.02693,,,8.78939,0.0013,,,2.69675,0.12697,,,2.73424,0.16867
,,2.65045,0.08562,,,5.67844,0.02693,,,8.79234,0.00131,,,2.69769,0.12697,,,2.73519,0.16867
,,2.6514,0.08562,,,5.68039,0.02693,,,8.79529,0.00131,,,2.69864,0.12697,,,2.73614,0.16867
,,2.65234,0.08562,,,5.68234,0.02693,,,8.79824,0.00131,,,2.69958,0.12697,,,2.73708,0.16868
,,2.65329,0.08562,,,5.68428,0.02693,,,8.80119,0.00131,,,2.70053,0.12698,,,2.73803,0.16868
,,2.65423,0.08562,,,5.68623,0.02693,,,8.80414,0.00131,,,2.70147,0.12698,,,2.73897,0.16868
,,2.65517,0.08562,,,5.68818,0.02693,,,8.80709,0.00131,,,2.70242,0.12698,,,2.73992,0.16868
,,2.65612,0.08562,,,5.69013,0.02693,,,8.81003,0.00131,,,2.70336,0.12698,,,2.74086,0.16869
,,2.65706,0.08562,,,5.69207,0.02693,,,8.81298,0.00131,,,2.70431,0.12698,,,2.74181,0.16869
,,2.658,0.08562,,,5.69402,0.02693,,,8.81593,0.00131,,,2.70525,0.12698,,,2.74276,0.16869
,,2.65895,0.08562,,,5.69597,0.02694,,,8.81888,0.00131,,,2.7062,0.12698,,,2.7437,0.16869
,,2.65989,0.08562,,,5.69792,0.02694,,,8.82183,0.00131,,,2.70714,0.12698,,,2.74465,0.16869
,,2.66084,0.08562,,,5.69986,0.02694,,,8.82478,0.00131,,,2.70809,0.12699,,,2.74559,0.1687
,,2.66178,0.08563,,,5.70181,0.02694,,,8.82773,0.00131,,,2.70903,0.12699,,,2.74654,0.1687
,,2.66272,0.08563,,,5.70376,0.02694,,,8.83068,0.00131,,,2.70998,0.12699,,,2.74749,0.1687
,,2.66367,0.08563,,,5.70571,0.02694,,,8.83363,0.00131,,,2.71092,0.12699,,,2.74843,0.1687
,,2.66461,0.08563,,,5.70765,0.02694,,,8.83658,0.00131,,,2.71187,0.12699,,,2.74938,0.1687
,,2.66556,0.08563,,,5.7096,0.02694,,,8.83953,0.00131,,,2.71282,0.12699,,,2.75033,0.16871
,,2.6665,0.08563,,,5.71155,0.02694,,,8.84248,0.00131,,,2.71376,0.12699,,,2.75127,0.16871
,,2.66745,0.08563,,,5.7135,0.02694,,,8.84542,0.00131,,,2.71471,0.127,,,2.75222,0.16871
,,2.66839,0.08563,,,5.71544,0.02694,,,8.84837,0.00131,,,2.71565,0.127,,,2.75316,0.16871
,,2.66933,0.08563,,,5.71739,0.02694,,,8.85132,0.00131,,,2.7166,0.127,,,2.75411,0.16871
,,2.67028,0.08563,,,5.71934,0.02694,,,8.85427,0.00131,,,2.71754,0.127,,,2.75506,0.16872
,,2.67122,0.08563,,,5.72129,0.02694,,,8.85722,0.00131,,,2.71849,0.127,,,2.756,0.16872
,,2.67217,0.08563,,,5.72323,0.02694,,,8.86017,0.00131,,,2.71943,0.127,,,2.75695,0.16872
,,2.67311,0.08563,,,5.72518,0.02694,,,8.86312,0.00131,,,2.72038,0.127,,,2.75789,0.16872
,,2.67406,0.08563,,,5.72713,0.02694,,,8.86607,0.00131,,,2.72132,0.127,,,2.75884,0.16872
,,2.675,0.08563,,,5.72908,0.02694,,,8.86902,0.00131,,,2.72227,0.12701,,,2.75979,0.16873
,,2.67594,0.08563,,,5.73103,0.02694,,,8.87197,0.00131,,,2.72321,0.12701,,,2.76073,0.16873
,,2.67689,0.08564,,,5.73297,0.02694,,,8.87492,0.00131,,,2.72416,0.12701,,,2.76168,0.16873
,,2.67783,0.08564,,,5.73492,0.02694,,,8.87787,0.00131,,,2.7251,0.12701,,,2.76263,0.16873
,,2.67878,0.08564,,,5.73687,0.02694,,,8.88082,0.00131,,,2.72605,0.12701,,,2.76357,0.16874
,,2.67972,0.08564,,,5.73882,0.02694,,,8.88377,0.00131,,,2.727,0.12701,,,2.76452,0.16874
,,2.68067,0.08564,,,5.74076,0.02694,,,8.88672,0.00131,,,2.72794,0.12701,,,2.76547,0.16874
,,2.68161,0.08564,,,5.74271,0.02694,,,8.88967,0.00131,,,2.72889,0.12701,,,2.76641,0.16874
,,2.68255,0.08564,,,5.74466,0.02694,,,8.89262,0.00131,,,2.72983,0.12702,,,2.76736,0.16874
,,2.6835,0.08564,,,5.74661,0.02694,,,8.89557,0.00131,,,2.73078,0.12702,,,2.76831,0.16875
,,2.68444,0.08564,,,5.74856,0.02694,,,8.89852,0.00131,,,2.73172,0.12702,,,2.76925,0.16875
