cfd-a,cfd-a,sim-a,sim-a,cfd-b,cfd-b,sim-b,sim-b,cfd-c,cfd-c,sim-c,sim-c,cfd-d,cfd-d,sim-d,sim-d,cfd-e,cfd-e,sim-e,sim-e
,,0.61852,0.08699,,,1.35879,0.02727,,,2.18878,0.00139,,,0.65518,0.12435,,,0.68417,0.16129
,,0.6193,0.08699,,,1.36057,0.02727,,,2.19158,0.00139,,,0.65597,0.12435,,,0.68498,0.16129
,,0.62008,0.08698,,,1.36236,0.02726,,,2.19437,0.00139,,,0.65677,0.12435,,,0.68579,0.1613
,,0.62086,0.08697,,,1.36414,0.02726,,,2.19717,0.00139,,,0.65757,0.12434,,,0.6866,0.1613
,,0.62164,0.08696,,,1.36592,0.02726,,,2.19997,0.00139,,,0.65836,0.12434,,,0.68741,0.16131
,,0.62242,0.08695,,,1.36771,0.02726,,,2.20277,0.00139,,,0.65916,0.12434,,,0.68822,0.16131
,,0.6232,0.08695,,,1.36949,0.02725,,,2.20556,0.00138,,,0.65996,0.12434,,,0.68903,0.16131
,,0.62398,0.08694,,,1.37127,0.02725,,,2.20836,0.00138,,,0.66076,0.12433,,,0.68984,0.16132
,,0.62476,0.08693,,,1.37306,0.02725,,,2.21116,0.00138,,,0.66156,0.12433,,,0.69065,0.16132
,,0.62554,0.08692,,,1.37484,0.02725,,,2.21396,0.00138,,,0.66235,0.12433,,,0.69146,0.16133
,,0.62633,0.08692,,,1.37663,0.02724,,,2.21676,0.00138,,,0.66315,0.12433,,,0.69228,0.16133
,,0.62711,0.08691,,,1.37841,0.02724,,,2.21955,0.00138,,,0.66395,0.12432,,,0.69309,0.16133
,,0.62789,0.0869,,,1.3802,0.02724,,,2.22235,0.00138,,,0.66475,0.12432,,,0.6939,0.16134
,,0.62867,0.08689,,,1.38199,0.02724,,,2.22515,0.00138,,,0.66555,0.12432,,,0.69471,0.16134
,,0.62946,0.08688,,,1.38377,0.02723,,,2.22795,0.00138,,,0.66635,0.12432,,,0.69552,0.16134
,,0.63024,0.08688,,,1.38556,0.02723,,,2.23075,0.00138,,,0.66715,0.12432,,,0.69634,0.16135
,,0.63102,0.08687,,,1.38734,0.02723,,,2.23355,0.00137,,,0.66795,0.12431,,,0.69715,0.16135
,,0.6318,0.08686,,,1.38913,0.02723,,,2.23635,0.00137,,,0.66875,0.12431,,,0.69796,0.16136
,,0.63259,0.08685,,,1.39092,0.02722,,,2.23915,0.00137,,,0.66955,0.12431,,,0.69878,0.16136
,,0.63337,0.08685,,,1.39271,0.02722,,,2.24195,0.00137,,,0.67035,0.12431,,,0.69959,0.16136
,,0.63416,0.08684,,,1.39449,0.02722,,,2.24475,0.00137,,,0.67115,0.1243,,,0.7004,0.16137
,,0.63494,0.08683,,,1.39628,0.02722,,,2.24756,0.00137,,,0.67195,0.1243,,,0.70121,0.16137
,,0.63573,0.08682,,,1.39807,0.02721,,,2.25036,0.00137,,,0.67275,0.1243,,,0.70203,0.16138
,,0.63651,0.08682,,,1.39986,0.02721,,,2.25316,0.00137,,,0.67355,0.1243,,,0.70284,0.16138
,,0.63729,0.08681,,,1.40165,0.02721,,,2.25596,0.00137,,,0.67435,0.1243,,,0.70366,0.16138
,,0.63808,0.0868,,,1.40344,0.02721,,,2.25876,0.00137,,,0.67515,0.12429,,,0.70447,0.16139
,,0.63887,0.08679,,,1.40522,0.0272,,,2.26157,0.00136,,,0.67595,0.12429,,,0.70528,0.16139
,,0.63965,0.08679,,,1.40701,0.0272,,,2.26437,0.00136,,,0.67676,0.12429,,,0.7061,0.1614
,,0.64044,0.08678,,,1.4088,0.0272,,,2.26717,0.00136,,,0.67756,0.12429,,,0.70691,0.1614
,,0.64122,0.08677,,,1.41059,0.0272,,,2.26997,0.00136,,,0.67836,0.12429,,,0.70773,0.1614
,,0.64201,0.08677,,,1.41238,0.0272,,,2.27278,0.00136,,,0.67916,0.12428,,,0.70854,0.16141
,,0.6428,0.08676,,,1.41418,0.02719,,,2.27558,0.00136,,,0.67996,0.12428,,,0.70936,0.16141
,,0.64358,0.08675,,,1.41597,0.02719,,,2.27839,0.00136,,,0.68077,0.12428,,,0.71017,0.16142
,,0.64437,0.08674,,,1.41776,0.02719,,,2.28119,0.00136,,,0.68157,0.12428,,,0.71099,0.16142
,,0.64516,0.08674,,,1.41955,0.02719,,,2.28399,0.00136,,,0.68237,0.12428,,,0.7118,0.16142
,,0.64594,0.08673,,,1.42134,0.02718,,,2.2868,0.00136,,,0.68318,0.12427,,,0.71262,0.16143
,,0.64673,0.08672,,,1.42313,0.02718,,,2.2896,0.00136,,,0.68398,0.12427,,,0.71344,0.16143
,,0.64752,0.08671,,,1.42492,0.02718,,,2.29241,0.00135,,,0.68478,0.12427,,,0.71425,0.16143
,,0.64831,0.08671,,,1.42672,0.02718,,,2.29521,0.00135,,,0.68559,0.12427,,,0.71507,0.16144
,,0.6491,0.0867,,,1.42851,0.02718,,,2.29802,0.00135,,,0.68639,0.12427,,,0.71588,0.16144
,,0.64988,0.08669,,,1.4303,0.02717,,,2.30083,0.00135,,,0.68719,0.12426,,,0.7167,0.16145
,,0.65067,0.08669,,,1.4321,0.02717,,,2.30363,0.00135,,,0.688,0.12426,,,0.71752,0.16145
,,0.65146,0.08668,,,1.43389,0.02717,,,2.30644,0.00135,,,0.6888,0.12426,,,0.71833,0.16145
,,0.65225,0.08667,,,1.43568,0.02717,,,2.30924,0.00135,,,0.68961,0.12426,,,0.71915,0.16146
,,0.65304,0.08667,,,1.43748,0.02716,,,2.31205,0.00135,,,0.69041,0.12426,,,0.71997,0.16146
,,0.65383,0.08666,,,1.43927,0.02716,,,2.31486,0.00135,,,0.69122,0.12426,,,0.72079,0.16147
,,0.65462,0.08665,,,1.44106,0.02716,,,2.31766,0.00135,,,0.69202,0.12425,,,0.7216,0.16147
,,0.65541,0.08665,,,1.44286,0.02716,,,2.32047,0.00135,,,0.69283,0.12425,,,0.72242,0.16147
,,0.6562,0.08664,,,1.44465,0.02716,,,2.32328,0.00134,,,0.69363,0.12425,,,0.72324,0.16148
,,0.65699,0.08663,,,1.44645,0.02715,,,2.32609,0.00134,,,0.69444,0.12425,,,0.72406,0.16148
,,0.65778,0.08662,,,1.44824,0.02715,,,2.3289,0.00134,,,0.69525,0.12425,,,0.72487,0.16149
,,0.65857,0.08662,,,1.45004,0.02715,,,2.3317,0.00134,,,0.69605,0.12424,,,0.72569,0.16149
,,0.65936,0.08661,,,1.45184,0.02715,,,2.33451,0.00134,,,0.69686,0.12424,,,0.72651,0.16149
,,0.66015,0.0866,,,1.45363,0.02714,,,2.33732,0.00134,,,0.69766,0.12424,,,0.72733,0.1615
,,0.66094,0.0866,,,1.45543,0.02714,,,2.34013,0.00134,,,0.69847,0.12424,,,0.72815,0.1615
,,0.66174,0.08659,,,1.45723,0.02714,,,2.34294,0.00134,,,0.69928,0.12424,,,0.72897,0.16151
,,0.66253,0.08658,,,1.45902,0.02714,,,2.34575,0.00134,,,0.70008,0.12424,,,0.72979,0.16151
,,0.66332,0.08658,,,1.46082,0.02714,,,2.34856,0.00134,,,0.70089,0.12423,,,0.7306,0.16151
,,0.66411,0.08657,,,1.46262,0.02713,,,2.35137,0.00134,,,0.7017,0.12423,,,0.73142,0.16152
,,0.6649,0.08656,,,1.46441,0.02713,,,2.35418,0.00134,,,0.70251,0.12423,,,0.73224,0.16152
,,0.6657,0.08656,,,1.46621,0.02713,,,2.35699,0.00133,,,0.70331,0.12423,,,0.73306,0.16153
,,0.66649,0.08655,,,1.46801,0.02713,,,2.3598,0.00133,,,0.70412,0.12423,,,0.73388,0.16153
,,0.66728,0.08654,,,1.46981,0.02713,,,2.36261,0.00133,,,0.70493,0.12423,,,0.7347,0.16153
,,0.66808,0.08654,,,1.47161,0.02712,,,2.36542,0.00133,,,0.70574,0.12422,,,0.73552,0.16154
,,0.66887,0.08653,,,1.47341,0.02712,,,2.36823,0.00133,,,0.70655,0.12422,,,0.73634,0.16154
,,0.66966,0.08653,,,1.47521,0.02712,,,2.37105,0.00133,,,0.70736,0.12422,,,0.73716,0.16155
,,0.67046,0.08652,,,1.477,0.02712,,,2.37386,0.00133,,,0.70816,0.12422,,,0.73798,0.16155
,,0.67125,0.08651,,,1.4788,0.02712,,,2.37667,0.00133,,,0.70897,0.12422,,,0.73881,0.16155
,,0.67205,0.08651,,,1.4806,0.02711,,,2.37948,0.00133,,,0.70978,0.12422,,,0.73963,0.16156
,,0.67284,0.0865,,,1.4824,0.02711,,,2.38229,0.00133,,,0.71059,0.12422,,,0.74045,0.16156
,,0.67363,0.08649,,,1.4842,0.02711,,,2.38511,0.00133,,,0.7114,0.12421,,,0.74127,0.16157
,,0.67443,0.08649,,,1.48601,0.02711,,,2.38792,0.00133,,,0.71221,0.12421,,,0.74209,0.16157
,,0.67522,0.08648,,,1.48781,0.02711,,,2.39073,0.00132,,,0.71302,0.12421,,,0.74291,0.16157
,,0.67602,0.08647,,,1.48961,0.0271,,,2.39355,0.00132,,,0.71383,0.12421,,,0.74373,0.16158
,,0.67682,0.08647,,,1.49141,0.0271,,,2.39636,0.00132,,,0.71464,0.12421,,,0.74455,0.16158
,,0.67761,0.08646,,,1.49321,0.0271,,,2.39917,0.00132,,,0.71545,0.12421,,,0.74538,0.16159
,,0.67841,0.08646,,,1.49501,0.0271,,,2.40199,0.00132,,,0.71626,0.1242,,,0.7462,0.16159
,,0.6792,0.08645,,,1.49681,0.0271,,,2.4048,0.00132,,,0.71707,0.1242,,,0.74702,0.16159
,,0.68,0.08644,,,1.49862,0.02709,,,2.40762,0.00132,,,0.71788,0.1242,,,0.74784,0.1616
,,0.6808,0.08644,,,1.50042,0.02709,,,2.41043,0.00132,,,0.71869,0.1242,,,0.74867,0.1616
,,0.68159,0.08643,,,1.50222,0.02709,,,2.41325,0.00132,,,0.71951,0.1242,,,0.74949,0.16161
,,0.68239,0.08642,,,1.50402,0.02709,,,2.41606,0.00132,,,0.72032,0.1242,,,0.75031,0.16161
,,0.68319,0.08642,,,1.50583,0.02709,,,2.41888,0.00132,,,0.72113,0.1242,,,0.75113,0.16161
,,0.68398,0.08641,,,1.50763,0.02709,,,2.42169,0.00132,,,0.72194,0.12419,,,0.75196,0.16162
,,0.68478,0.08641,,,1.50943,0.02708,,,2.42451,0.00132,,,0.72275,0.12419,,,0.75278,0.16162
,,0.68558,0.0864,,,1.51124,0.02708,,,2.42732,0.00131,,,0.72356,0.12419,,,0.7536,0.16163
,,0.68638,0.08639,,,1.51304,0.02708,,,2.43014,0.00131,,,0.72438,0.12419,,,0.75443,0.16163
,,0.68718,0.08639,,,1.51485,0.02708,,,2.43296,0.00131,,,0.72519,0.12419,,,0.75525,0.16163
,,0.68797,0.08638,,,1.51665,0.02708,,,2.43577,0.00131,,,0.726,0.12419,,,0.75608,0.16164
,,0.68877,0.08638,,,1.51845,0.02707,,,2.43859,0.00131,,,0.72682,0.12419,,,0.7569,0.16164
,,0.68957,0.08637,,,1.52026,0.02707,,,2.44141,0.00131,,,0.72763,0.12419,,,0.75772,0.16165
,,0.69037,0.08636,,,1.52206,0.02707,,,2.44422,0.00131,,,0.72844,0.12418,,,0.75855,0.16165
,,0.69117,0.08636,,,1.52387,0.02707,,,2.44704,0.00131,,,0.72925,0.12418,,,0.75937,0.16165
,,0.69197,0.08635,,,1.52568,0.02707,,,2.44986,0.00131,,,0.73007,0.12418,,,0.7602,0.16166
,,0.69277,0.08635,,,1.52748,0.02707,,,2.45268,0.00131,,,0.73088,0.12418,,,0.76102,0.16166
,,0.69357,0.08634,,,1.52929,0.02706,,,2.45549,0.00131,,,0.7317,0.12418,,,0.76185,0.16167
,,0.69437,0.08633,,,1.53109,0.02706,,,2.45831,0.00131,,,0.73251,0.12418,,,0.76267,0.16167
,,0.69517,0.08633,,,1.5329,0.02706,,,2.46113,0.00131,,,0.73332,0.12418,,,0.7635,0.16167
,,0.69597,0.08632,,,1.53471,0.02706,,,2.46395,0.00131,,,0.73414,0.12418,,,0.76432,0.16168
,,0.69677,0.08632,,,1.53651,0.02706,,,2.46677,0.0013,,,0.73495,0.12417,,,0.76515,0.16168
,,0.69757,0.08631,,,1.53832,0.02705,,,2.46959,0.0013,,,0.73577,0.12417,,,0.76598,0.16169
,,0.69837,0.08631,,,1.54013,0.02705,,,2.47241,0.0013,,,0.73658,0.12417,,,0.7668,0.16169
,,0.69917,0.0863,,,1.54194,0.02705,,,2.47522,0.0013,,,0.7374,0.12417,,,0.76763,0.16169
,,0.69997,0.08629,,,1.54374,0.02705,,,2.47804,0.0013,,,0.73821,0.12417,,,0.76845,0.1617
,,0.70077,0.08629,,,1.54555,0.02705,,,2.48086,0.0013,,,0.73903,0.12417,,,0.76928,0.1617
,,0.70158,0.08628,,,1.54736,0.02705,,,2.48368,0.0013,,,0.73984,0.12417,,,0.77011,0.16171
,,0.70238,0.08628,,,1.54917,0.02704,,,2.4865,0.0013,,,0.74066,0.12417,,,0.77093,0.16171
,,0.70318,0.08627,,,1.55098,0.02704,,,2.48933,0.0013,,,0.74147,0.12416,,,0.77176,0.16171
,,0.70398,0.08627,,,1.55279,0.02704,,,2.49215,0.0013,,,0.74229,0.12416,,,0.77259,0.16172
,,0.70479,0.08626,,,1.5546,0.02704,,,2.49497,0.0013,,,0.74311,0.12416,,,0.77341,0.16172
,,0.70559,0.08626,,,1.55641,0.02704,,,2.49779,0.0013,,,0.74392,0.12416,,,0.77424,0.16173
,,0.70639,0.08625,,,1.55822,0.02704,,,2.50061,0.0013,,,0.74474,0.12416,,,0.77507,0.16173
,,0.70719,0.08624,,,1.56002,0.02703,,,2.50343,0.0013,,,0.74556,0.12416,,,0.7759,0.16173
,,0.708,0.08624,,,1.56184,0.02703,,,2.50625,0.00129,,,0.74637,0.12416,,,0.77672,0.16174
,,0.7088,0.08623,,,1.56365,0.02703,,,2.50907,0.00129,,,0.74719,0.12416,,,0.77755,0.16174
,,0.7096,0.08623,,,1.56546,0.02703,,,2.5119,0.00129,,,0.74801,0.12416,,,0.77838,0.16175
,,0.71041,0.08622,,,1.56727,0.02703,,,2.51472,0.00129,,,0.74883,0.12416,,,0.77921,0.16175
,,0.71121,0.08622,,,1.56908,0.02703,,,2.51754,0.00129,,,0.74964,0.12415,,,0.78004,0.16175
,,0.71202,0.08621,,,1.57089,0.02702,,,2.52036,0.00129,,,0.75046,0.12415,,,0.78086,0.16176
,,0.71282,0.08621,,,1.5727,0.02702,,,2.52319,0.00129,,,0.75128,0.12415,,,0.78169,0.16176
,,0.71363,0.0862,,,1.57451,0.02702,,,2.52601,0.00129,,,0.7521,0.12415,,,0.78252,0.16177
,,0.71443,0.0862,,,1.57632,0.02702,,,2.52883,0.00129,,,0.75291,0.12415,,,0.78335,0.16177
,,0.71523,0.08619,,,1.57814,0.02702,,,2.53166,0.00129,,,0.75373,0.12415,,,0.78418,0.16177
,,0.71604,0.08618,,,1.57995,0.02702,,,2.53448,0.00129,,,0.75455,0.12415,,,0.78501,0.16178
,,0.71685,0.08618,,,1.58176,0.02702,,,2.5373,0.00129,,,0.75537,0.12415,,,0.78584,0.16178
,,0.71765,0.08617,,,1.58357,0.02701,,,2.54013,0.00129,,,0.75619,0.12415,,,0.78667,0.16179
,,0.71846,0.08617,,,1.58539,0.02701,,,2.54295,0.00129,,,0.75701,0.12415,,,0.7875,0.16179
,,0.71926,0.08616,,,1.5872,0.02701,,,2.54578,0.00129,,,0.75783,0.12414,,,0.78833,0.16179
,,0.72007,0.08616,,,1.58901,0.02701,,,2.5486,0.00129,,,0.75865,0.12414,,,0.78916,0.1618
,,0.72087,0.08615,,,1.59083,0.02701,,,2.55143,0.00128,,,0.75947,0.12414,,,0.78999,0.1618
,,0.72168,0.08615,,,1.59264,0.02701,,,2.55425,0.00128,,,0.76029,0.12414,,,0.79082,0.16181
,,0.72249,0.08614,,,1.59445,0.027,,,2.55708,0.00128,,,0.76111,0.12414,,,0.79165,0.16181
,,0.72329,0.08614,,,1.59627,0.027,,,2.5599,0.00128,,,0.76193,0.12414,,,0.79248,0.16181
,,0.7241,0.08613,,,1.59808,0.027,,,2.56273,0.00128,,,0.76275,0.12414,,,0.79331,0.16182
,,0.72491,0.08613,,,1.5999,0.027,,,2.56555,0.00128,,,0.76357,0.12414,,,0.79414,0.16182
,,0.72572,0.08612,,,1.60171,0.027,,,2.56838,0.00128,,,0.76439,0.12414,,,0.79497,0.16183
,,0.72652,0.08612,,,1.60353,0.027,,,2.5712,0.00128,,,0.76521,0.12414,,,0.7958,0.16183
,,0.72733,0.08611,,,1.60534,0.027,,,2.57403,0.00128,,,0.76603,0.12414,,,0.79663,0.16183
,,0.72814,0.08611,,,1.60716,0.02699,,,2.57686,0.00128,,,0.76685,0.12414,,,0.79746,0.16184
,,0.72895,0.0861,,,1.60897,0.02699,,,2.57968,0.00128,,,0.76767,0.12413,,,0.79829,0.16184
,,0.72976,0.0861,,,1.61079,0.02699,,,2.58251,0.00128,,,0.76849,0.12413,,,0.79912,0.16185
,,0.73056,0.08609,,,1.6126,0.02699,,,2.58534,0.00128,,,0.76931,0.12413,,,0.79996,0.16185
,,0.73137,0.08609,,,1.61442,0.02699,,,2.58817,0.00128,,,0.77013,0.12413,,,0.80079,0.16185
,,0.73218,0.08608,,,1.61624,0.02699,,,2.59099,0.00128,,,0.77096,0.12413,,,0.80162,0.16186
,,0.73299,0.08608,,,1.61805,0.02699,,,2.59382,0.00128,,,0.77178,0.12413,,,0.80245,0.16186
,,0.7338,0.08607,,,1.61987,0.02698,,,2.59665,0.00128,,,0.7726,0.12413,,,0.80328,0.16187
,,0.73461,0.08607,,,1.62169,0.02698,,,2.59948,0.00127,,,0.77342,0.12413,,,0.80412,0.16187
,,0.73542,0.08606,,,1.6235,0.02698,,,2.6023,0.00127,,,0.77424,0.12413,,,0.80495,0.16188
,,0.73623,0.08606,,,1.62532,0.02698,,,2.60513,0.00127,,,0.77507,0.12413,,,0.80578,0.16188
,,0.73704,0.08605,,,1.62714,0.02698,,,2.60796,0.00127,,,0.77589,0.12413,,,0.80661,0.16188
,,0.73785,0.08605,,,1.62896,0.02698,,,2.61079,0.00127,,,0.77671,0.12413,,,0.80745,0.16189
,,0.73866,0.08604,,,1.63077,0.02698,,,2.61362,0.00127,,,0.77754,0.12413,,,0.80828,0.16189
,,0.73947,0.08604,,,1.63259,0.02697,,,2.61645,0.00127,,,0.77836,0.12412,,,0.80911,0.1619
,,0.74028,0.08603,,,1.63441,0.02697,,,2.61928,0.00127,,,0.77918,0.12412,,,0.80995,0.1619
,,0.74109,0.08603,,,1.63623,0.02697,,,2.62211,0.00127,,,0.78001,0.12412,,,0.81078,0.1619
,,0.7419,0.08602,,,1.63805,0.02697,,,2.62494,0.00127,,,0.78083,0.12412,,,0.81161,0.16191
,,0.74271,0.08602,,,1.63987,0.02697,,,2.62777,0.00127,,,0.78165,0.12412,,,0.81245,0.16191
,,0.74353,0.08601,,,1.64169,0.02697,,,2.6306,0.00127,,,0.78248,0.12412,,,0.81328,0.16192
,,0.74434,0.08601,,,1.6435,0.02697,,,2.63343,0.00127,,,0.7833,0.12412,,,0.81412,0.16192
,,0.74515,0.086,,,1.64532,0.02696,,,2.63626,0.00127,,,0.78412,0.12412,,,0.81495,0.16192
,,0.74596,0.086,,,1.64714,0.02696,,,2.63909,0.00127,,,0.78495,0.12412,,,0.81578,0.16193
,,0.74677,0.086,,,1.64896,0.02696,,,2.64192,0.00127,,,0.78577,0.12412,,,0.81662,0.16193
,,0.74759,0.08599,,,1.65078,0.02696,,,2.64475,0.00127,,,0.7866,0.12412,,,0.81745,0.16194
,,0.7484,0.08599,,,1.6526,0.02696,,,2.64758,0.00127,,,0.78742,0.12412,,,0.81829,0.16194
,,0.74921,0.08598,,,1.65442,0.02696,,,2.65041,0.00126,,,0.78825,0.12412,,,0.81912,0.16194
,,0.75002,0.08598,,,1.65625,0.02696,,,2.65324,0.00126,,,0.78907,0.12412,,,0.81996,0.16195
,,0.75084,0.08597,,,1.65807,0.02695,,,2.65608,0.00126,,,0.7899,0.12412,,,0.82079,0.16195
,,0.75165,0.08597,,,1.65989,0.02695,,,2.65891,0.00126,,,0.79072,0.12412,,,0.82163,0.16196
,,0.75246,0.08596,,,1.66171,0.02695,,,2.66174,0.00126,,,0.79155,0.12412,,,0.82246,0.16196
,,0.75328,0.08596,,,1.66353,0.02695,,,2.66457,0.00126,,,0.79238,0.12411,,,0.8233,0.16196
,,0.75409,0.08595,,,1.66535,0.02695,,,2.6674,0.00126,,,0.7932,0.12411,,,0.82414,0.16197
,,0.7549,0.08595,,,1.66717,0.02695,,,2.67024,0.00126,,,0.79403,0.12411,,,0.82497,0.16197
,,0.75572,0.08595,,,1.669,0.02695,,,2.67307,0.00126,,,0.79485,0.12411,,,0.82581,0.16198
,,0.75653,0.08594,,,1.67082,0.02695,,,2.6759,0.00126,,,0.79568,0.12411,,,0.82664,0.16198
,,0.75735,0.08594,,,1.67264,0.02694,,,2.67874,0.00126,,,0.79651,0.12411,,,0.82748,0.16199
,,0.75816,0.08593,,,1.67446,0.02694,,,2.68157,0.00126,,,0.79733,0.12411,,,0.82832,0.16199
,,0.75898,0.08593,,,1.67629,0.02694,,,2.6844,0.00126,,,0.79816,0.12411,,,0.82915,0.16199
,,0.75979,0.08592,,,1.67811,0.02694,,,2.68724,0.00126,,,0.79899,0.12411,,,0.82999,0.162
,,0.76061,0.08592,,,1.67993,0.02694,,,2.69007,0.00126,,,0.79982,0.12411,,,0.83083,0.162
,,0.76142,0.08591,,,1.68176,0.02694,,,2.6929,0.00126,,,0.80064,0.12411,,,0.83166,0.16201
,,0.76224,0.08591,,,1.68358,0.02694,,,2.69574,0.00126,,,0.80147,0.12411,,,0.8325,0.16201
,,0.76305,0.08591,,,1.6854,0.02694,,,2.69857,0.00126,,,0.8023,0.12411,,,0.83334,0.16201
,,0.76387,0.0859,,,1.68723,0.02693,,,2.70141,0.00126,,,0.80313,0.12411,,,0.83417,0.16202
,,0.76468,0.0859,,,1.68905,0.02693,,,2.70424,0.00125,,,0.80395,0.12411,,,0.83501,0.16202
,,0.7655,0.08589,,,1.69088,0.02693,,,2.70708,0.00125,,,0.80478,0.12411,,,0.83585,0.16203
,,0.76632,0.08589,,,1.6927,0.02693,,,2.70991,0.00125,,,0.80561,0.12411,,,0.83669,0.16203
,,0.76713,0.08588,,,1.69453,0.02693,,,2.71275,0.00125,,,0.80644,0.12411,,,0.83753,0.16203
,,0.76795,0.08588,,,1.69635,0.02693,,,2.71558,0.00125,,,0.80727,0.12411,,,0.83836,0.16204
,,0.76877,0.08588,,,1.69818,0.02693,,,2.71842,0.00125,,,0.8081,0.12411,,,0.8392,0.16204
,,0.76958,0.08587,,,1.7,0.02693,,,2.72125,0.00125,,,0.80892,0.12411,,,0.84004,0.16205
,,0.7704,0.08587,,,1.70183,0.02692,,,2.72409,0.00125,,,0.80975,0.12411,,,0.84088,0.16205
,,0.77122,0.08586,,,1.70365,0.02692,,,2.72692,0.00125,,,0.81058,0.1241,,,0.84172,0.16205
,,0.77204,0.08586,,,1.70548,0.02692,,,2.72976,0.00125,,,0.81141,0.1241,,,0.84256,0.16206
,,0.77285,0.08585,,,1.7073,0.02692,,,2.7326,0.00125,,,0.81224,0.1241,,,0.84339,0.16206
,,0.77367,0.08585,,,1.70913,0.02692,,,2.73543,0.00125,,,0.81307,0.1241,,,0.84423,0.16207
,,0.77449,0.08585,,,1.71096,0.02692,,,2.73827,0.00125,,,0.8139,0.1241,,,0.84507,0.16207
,,0.77531,0.08584,,,1.71278,0.02692,,,2.74111,0.00125,,,0.81473,0.1241,,,0.84591,0.16208
,,0.77613,0.08584,,,1.71461,0.02692,,,2.74394,0.00125,,,0.81556,0.1241,,,0.84675,0.16208
,,0.77694,0.08583,,,1.71644,0.02692,,,2.74678,0.00125,,,0.81639,0.1241,,,0.84759,0.16208
,,0.77776,0.08583,,,1.71826,0.02691,,,2.74962,0.00125,,,0.81722,0.1241,,,0.84843,0.16209
,,0.77858,0.08583,,,1.72009,0.02691,,,2.75246,0.00125,,,0.81805,0.1241,,,0.84927,0.16209
,,0.7794,0.08582,,,1.72192,0.02691,,,2.75529,0.00125,,,0.81888,0.1241,,,0.85011,0.1621
,,0.78022,0.08582,,,1.72375,0.02691,,,2.75813,0.00125,,,0.81971,0.1241,,,0.85095,0.1621
,,0.78104,0.08581,,,1.72557,0.02691,,,2.76097,0.00125,,,0.82054,0.1241,,,0.85179,0.1621
,,0.78186,0.08581,,,1.7274,0.02691,,,2.76381,0.00125,,,0.82137,0.1241,,,0.85263,0.16211
,,0.78268,0.08581,,,1.72923,0.02691,,,2.76665,0.00124,,,0.82221,0.1241,,,0.85347,0.16211
,,0.7835,0.0858,,,1.73106,0.02691,,,2.76948,0.00124,,,0.82304,0.1241,,,0.85431,0.16212
,,0.78432,0.0858,,,1.73289,0.02691,,,2.77232,0.00124,,,0.82387,0.1241,,,0.85515,0.16212
,,0.78514,0.08579,,,1.73472,0.0269,,,2.77516,0.00124,,,0.8247,0.1241,,,0.85599,0.16212
,,0.78596,0.08579,,,1.73654,0.0269,,,2.778,0.00124,,,0.82553,0.1241,,,0.85683,0.16213
,,0.78678,0.08579,,,1.73837,0.0269,,,2.78084,0.00124,,,0.82636,0.1241,,,0.85767,0.16213
,,0.7876,0.08578,,,1.7402,0.0269,,,2.78368,0.00124,,,0.8272,0.1241,,,0.85851,0.16214
,,0.78842,0.08578,,,1.74203,0.0269,,,2.78652,0.00124,,,0.82803,0.1241,,,0.85936,0.16214
,,0.78924,0.08577,,,1.74386,0.0269,,,2.78936,0.00124,,,0.82886,0.1241,,,0.8602,0.16215
,,0.79006,0.08577,,,1.74569,0.0269,,,2.7922,0.00124,,,0.82969,0.1241,,,0.86104,0.16215
,,0.79089,0.08577,,,1.74752,0.0269,,,2.79504,0.00124,,,0.83053,0.1241,,,0.86188,0.16215
,,0.79171,0.08576,,,1.74935,0.0269,,,2.79788,0.00124,,,0.83136,0.1241,,,0.86272,0.16216
,,0.79253,0.08576,,,1.75118,0.02689,,,2.80072,0.00124,,,0.83219,0.1241,,,0.86356,0.16216
,,0.79335,0.08576,,,1.75301,0.02689,,,2.80356,0.00124,,,0.83302,0.1241,,,0.86441,0.16217
,,0.79417,0.08575,,,1.75484,0.02689,,,2.8064,0.00124,,,0.83386,0.1241,,,0.86525,0.16217
,,0.795,0.08575,,,1.75667,0.02689,,,2.80924,0.00124,,,0.83469,0.1241,,,0.86609,0.16217
,,0.79582,0.08574,,,1.7585,0.02689,,,2.81208,0.00124,,,0.83553,0.1241,,,0.86693,0.16218
,,0.79664,0.08574,,,1.76034,0.02689,,,2.81492,0.00124,,,0.83636,0.1241,,,0.86778,0.16218
,,0.79746,0.08574,,,1.76217,0.02689,,,2.81776,0.00124,,,0.83719,0.1241,,,0.86862,0.16219
,,0.79829,0.08573,,,1.764,0.02689,,,2.82061,0.00124,,,0.83803,0.1241,,,0.86946,0.16219
,,0.79911,0.08573,,,1.76583,0.02689,,,2.82345,0.00124,,,0.83886,0.1241,,,0.8703,0.16219
,,0.79993,0.08573,,,1.76766,0.02688,,,2.82629,0.00124,,,0.83969,0.1241,,,0.87115,0.1622
,,0.80076,0.08572,,,1.76949,0.02688,,,2.82913,0.00124,,,0.84053,0.1241,,,0.87199,0.1622
,,0.80158,0.08572,,,1.77133,0.02688,,,2.83197,0.00124,,,0.84136,0.1241,,,0.87283,0.16221
,,0.8024,0.08571,,,1.77316,0.02688,,,2.83482,0.00123,,,0.8422,0.1241,,,0.87368,0.16221
,,0.80323,0.08571,,,1.77499,0.02688,,,2.83766,0.00123,,,0.84303,0.1241,,,0.87452,0.16222
